wallet_id,tx_count,deposit_count,borrow_count,repay_count,withdraw_count,liquidated_count,liquidator_count,is_liquidator,account_age_days,tx_frequency,total_deposit_usd,total_borrow_usd,total_repay_usd,total_withdraw_usd,total_liquidated_usd,repay_ratio,liquidation_ratio,unique_assets,borrow_deposit_ratio,withdraw_deposit_ratio,avg_time_between_txs,std_time_between_txs,first_tx_time,last_tx_time,time_consistency,amount_volatility,repay_to_borrow_ratio,days_since_last_tx,asset_DAI_count,asset_ETH_count,asset_USDC_count,asset_BAT_count,asset_ZRX_count,asset_WBTC_count,deposits_pct,borrows_pct,repays_pct,withdraws_pct,liquidations_pct,asset_REP_count,anomaly_score,anomaly_probability,potential_bot,high_borrow_risk,high_withdraw_risk,credit_score
0x011e55090d61a22ab5541afb12517d124a555db5,4,0,0,0,4,0,0,False,0.005821759259259259,687.0775347912524,0.0,0.0,0.0,9.332246183306927,0.0,0.0,0.0,2,0.0,9.332246183306927,0.04657407407407407,0.05575404357071867,1568333548,1568334051,0.053272907242657846,0.9298828796345333,0.0,2061.3650947656593,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.38439419238731265,True,False,True,34
0x012155a33e8e6b9b5e24602ae69b4fb673eba698,5,3,0,0,2,0,0,False,7.797164351851852,0.641258767209708,402.7457345855402,0.0,0.0,403.83422443896353,0.0,0.0,0.0,1,0.0,1.0002191722310432,46.782986111111114,56.63198177116875,1559480302,1560153977,1.1851913490605384,0.3577236115545243,0.0,2156.0418771956834,5.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,1,0.3209001893106302,False,False,False,49
0x012c5450b22a626a810d376d5519878a914c3f2b,4,2,1,1,0,0,0,False,97.37305555555555,0.041079125813380954,322.0411643432327,36.548,36.70368028524563,0.0,0.0,1.004259611613375,0.0,2,0.1131372841424246,0.0,778.9844444444444,744.5616249745882,1564130794,1572543826,0.9545852231769998,0.7956179020678125,1.0,2012.6408471243526,2.0,2.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.0,0.0,0.0,1,0.35152225262129444,False,False,False,88
0x01489713a676911d5f8937e8cf822c2207990534,8,5,0,0,3,0,0,False,64.66826388888889,0.12370828469657644,5885.777387062097,0.0,0.0,7664.217881039294,0.0,0.0,0.0,1,0.0,1.3019377797236973,221.7197619047619,246.7420543097708,1563408252,1568995590,1.1078588276117194,0.7169052700687512,0.0,2053.7083934435773,8.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.375,0.0,0.0,1,0.3201773671054722,False,False,True,49
0x014d808541240a693b48819a600b401cf6b3b8b7,11,6,0,0,5,0,0,False,93.82096064814814,0.11724458931147301,729.5431259886556,0.0,0.0,2248.9898333906517,0.0,0.0,0.0,2,0.0,3.078517548634871,225.17030555555556,243.93804680039352,1560762873,1568869004,1.0785591247321085,1.1286264320521278,0.0,2055.173509205486,5.0,0.0,6.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.45454545454545453,0.0,0.0,1,0.32735636077112584,False,False,True,55
0x016cf1f96a72a31158421bf583e241933980be08,3,2,0,0,1,0,0,False,16.930659722222224,0.1771933314602248,723.066421904288,0.0,0.0,726.078579640596,0.0,0.0,0.0,1,0.0,1.0027789684418953,203.16791666666666,286.90641586238803,1565566633,1567029442,1.4052473108730585,0.45410078115845537,0.0,2076.4647360788645,3.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,1,0.32020001802804016,False,False,False,49
0x0174bed89609e1de43df66dd480dc2e97cef2cf2,7,5,0,0,2,0,0,False,16.026782407407406,0.4367688923488894,18284.711999218027,0.0,0.0,18353.433596780837,0.0,0.0,0.0,2,0.0,1.0037035253298152,64.10712962962963,129.26327687589162,1564137205,1565521919,1.9853935753460885,1.1796431244249463,0.0,2093.9129189705905,2.0,0.0,5.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.2857142857142857,0.0,0.0,1,0.31928070516011037,False,False,False,52
0x017715b9a71dabed2ddae0bbbb6b0896509c8212,5,4,1,0,0,0,0,False,253.1165625,0.019753744877915685,40.68883140563834,144.68,0.0,0.0,0.0,0.0,0.0,2,3.470473868462341,0.0,1518.699375,2768.8837987933953,1564038331,1585907602,1.8219944314930019,1.5809596396214662,0.0,1857.9675139003357,4.0,1.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1,0.3780814734014761,False,True,False,55
0x018f2071db8b2ccdfa713984b01a6c3b7d758024,3,1,1,0,1,0,0,False,3.4006944444444445,0.8821727588319379,242.69626617785104,145.61978086722192,0.0,245.03332894759828,0.0,0.0,0.0,2,0.5975462125502887,1.0054865952224785,40.80833333333333,56.31319837949533,1559284901,1559578721,1.346937174713861,0.26746544060736194,0.0,2162.6999329034597,2.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,1,0.3251468950258835,False,False,False,49
0x01920319ae44abdf5a8de2b6f0405e65e2ad3d41,6,0,3,3,0,0,0,False,9.919456018518519,0.6048718789416142,0.0,15104.80265810266,27620.88744286527,0.0,0.0,1.82861624001745,0.0,1,15104.80265810266,0.0,47.61338888888889,84.05873202106488,1585456227,1586313268,1.7291271796169183,0.8810507956763627,1.0,1853.2723056101743,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1,0.3835332606294065,False,True,False,73
